Altura,Coloração Shiny,Descrição,Espécie,Imagem,Linha Evolutiva,Nome,Nome Japonês,Nº,Peso,Tipo
"0,4 m (104)",https://www.serebii.net/Shiny/SM/775.png,Nasce dormindo e  			morre dormindo. Todos os seus movimentos não são mais do que  			manifestações do que está fazendo em seus sonhos. A tora que ele  			possui foi dada pelos pais ao nascer. Ele se agarra ao braço de um  			treinador amigável.,Pokémon Sonhador,https://pokemythology.net/conteudo/imgs/dw/775.png,Não Evolui,Komala,Nekkoara,0,"19,9 kg (43.9 lbs)",Normal
"2,0 m (607)",https://www.serebii.net/Shiny/SM/776.png,A concha em suas costas é quimicamente instável e explode  			violentamente se golpeado. O buraco em seu estômago é seu ponto  			fraco. Ele jorra fogo e gases venenosos de suas narinas. Seu esterco  			é uma substância explosiva e pode ser utilizado para vários usos.,Pokémon Tartaruga Explosão,https://pokemythology.net/conteudo/imgs/dw/776.png,Não Evolui,Turtonator,Bakugames,0,"212,0 kg (467.4 lbs)",Fogo/Dragão
"0,3 m (100)",https://www.serebii.net/Shiny/SM/777.png,"A pele espinhosa em  			suas costas normalmente está em repouso. Quando este pokémon se  			agita, seu pêlo fica em pé e fura seus atacantes. Os cabelos longos  			em suas costas atuam como pára-raios. Os raios de luz que ele atrai  			são armazenados como energia em seu saco elétrico.",Pokémon Gorducho,https://pokemythology.net/conteudo/imgs/dw/777.png,Não Evolui,Togedemaru,Togedemaru,0,"3,3 kg (7.3 lbs)",Elétrico/Metálico
"0,2 m (008)",https://www.serebii.net/Shiny/SM/778.png,"É um pokémon solitário, que esconde a sua aparência terrível sob um  			velho pano para que ele possa se aproximar de pessoas e outros  			pokémons. Sua verdadeira aparência é desconhecida. Um estudioso que  			viu o que estava debaixo de seu pano foi dominado pelo terror e  			morreu de choque.",Pokémon Disfarce,https://pokemythology.net/conteudo/imgs/dw/778.png,Não Evolui,Mimikyu (Forma Disfarçada),Mimikkyu,0,"0,7 kg (1.5 lbs)",Fantasma/Fada
"0,2 m (008)",https://pokemythology.net/conteudo/imgs/dw/778-busted.png,"Depois de usar todo  			seu esforço para se disfarçar, seu pescoço foi quebrado. O que quer  			que esteja dentro provavelmente está ileso, mas ainda se sente  			triste. Se o pescoço é quebrado ou o pano é rasgado durante um  			ataque, ele trabalhará durante a noite para remendá-lo.",Pokémon Disfarce,https://pokemythology.net/conteudo/imgs/dw/778-busted.png,Não Evolui,Mimikyu (Forma Quebrada),Mimikkyu,0,"0,7 kg (1.5 lbs)",Fantasma/Fada
"0,9 m (211)",https://www.serebii.net/Shiny/SM/779.png,"Quando ele libera seu poder psíquico da saliência em sua cabeça, o  			som de rangido de dentes ecoa pela área. Ele atordoa sua presa com  			psicocinese e, em seguida, os tritura com seus dentes fortes. Mesmo  			o casco de um Shellder não é páreo para ele.",Pokémon Ranger de Dentes,https://pokemythology.net/conteudo/imgs/dw/779.png,Não Evolui,Bruxish,Hagigishiri,0,"19,0 kg (41.9 lbs)",Água/Psíquico
"3,0 m (910)",https://www.serebii.net/Shiny/SM/780.png,"Ele tem uma  			personalidade compassiva, mas se está irritado, destrói  			completamente tudo em sua volta com seu hálito intenso. Drampa é  			amigável com as pessoas e adora crianças acima de tudo. Ele vem da  			profundezas das montanhas para brincar com as crianças que gosta da  			cidade.",Pokémon Plácido,https://pokemythology.net/conteudo/imgs/dw/780.png,Não Evolui,Drampa,Jijiron,0,"185,0 kg (407.9 lbs)",Normal/Dragão
"3,9 m (1210)",https://www.serebii.net/Shiny/SM/781.png,"Balançando sua âncora maciça, pode nocautear um Wailord num único  			golpe. O que parece ser alga verde é na verdade o seu corpo. A alma  			de algas que estão à deriva nas ondas renascem como este pokémon.  			Ele se mantém com novas infusões de detritos e algas marinhas.",Pokémon Rastejador do Mar,https://pokemythology.net/conteudo/imgs/dw/781.png,Não Evolui,Dhelmise,Dadarin,0,"210,0 kg (463.0 lbs)",Planta/Fantama
"0,6 m (200)",https://www.serebii.net/Shiny/SM/782.png,Eles vivem em  			montanhas onde nenhum vestígio de seres humanos pode ser detectado.  			Os Jangmo-o crescem pouco a pouco enquanto lutam entre si. Eles  			expressam seus sentimentos batendo suas escamas. Os sons metálicos  			ecoam pelas altas montanhas onde eles vivem.,Pokémon Escamoso,https://pokemythology.net/conteudo/imgs/dw/782.png,Jangmo-o > lv. 35 >  			Hakamo-o > lv. 45 > Kommo-o,Jangmo-o,Jarako,0,"29,7 kg (65.5 lbs)",Dragão/Lutador
"1,2 m (311)",https://www.serebii.net/Shiny/SM/783.png,Salta em sua presa dando um grito corajoso. Seus golpes escamosos  			deixam seus oponentes em pedaços. Suas escamas caem e crescem  			novamente num processo contínuo. Essas escamas ficam mais duras e  			afiadas cada vez que são recriadas.,Pokémon Escamoso,https://pokemythology.net/conteudo/imgs/dw/783.png,Jangmo-o > lv. 35 >  			Hakamo-o > lv. 45 > Kommo-o,Hakamo-o,Jarango,0,"47,0 kg (103.6 lbs)",Dragão/Lutador
"1,6 m (503)",https://www.serebii.net/Shiny/SM/784.png,"Quando avista os  			inimigos, ele os ameaça chacoalhando as escamas em sua cauda.  			Oponentes fracos irão fugir em pânico. Suas escamas rígidas  			funcionam na ofensiva e na defensiva. No passado, suas escamas eram  			usadas para fabricar armas e outras mercadorias.",Pokémon Escamoso,https://pokemythology.net/conteudo/imgs/dw/784.png,Jangmo-o > lv. 35 >  			Hakamo-o > lv. 45 > Kommo-o,Kommo-o,Jararanga,0,"78,2 kg (172.4 lbs)",Dragão/Lutador
"1,8 m (511)",https://www.serebii.net/Shiny/SM/785.png,"Deidade guardiã de Melemele, está sempre cheio de curiosidade. Ele  			convoca nuvens de tempestades e armazena seus relâmpagos dentro de  			seu corpo. Ele confunde seus inimigos ao voar mais rapidamente que  			os olhos possam acompanhar. Ele tem pavio curto, mas logo esquece o  			que o irritou.",Pokémon Espírito da Terra,https://pokemythology.net/conteudo/imgs/dw/785.png,Lendário,Tapu Koko,Kapu-Kokeko,0,"20,5 kg (45.2 lbs)",Elétrico/Fada
"1,2 m (311)",https://www.serebii.net/Shiny/SM/786.png,"Deidade guardiã de  			Akala, é verdadeiramente cruel. O aroma perfumado das flores é a  			fonte de sua energia. Enquanto flutua ao redor, vai espalhando suas  			escamas incrivelmente brilhantes. Dizem que tocá-las irá restaurar a  			boa saúde no local.",Pokémon Espírito da Terra,https://pokemythology.net/conteudo/imgs/dw/786.png,Lendário,Tapu Lele,Kapu-Tetefu,0,"18,6 kg (41.0 lbs)",Psíquico/Fada
"1,9 m (603)",https://www.serebii.net/Shiny/SM/787.png,"Deidade guardiã de Ulaula, é um pokémon preguiçoso. Comanda as  			plantas para imobilizar seus inimigos e depois lhes dá um golpe  			selvagem com seus chifres. Ele puxa grandes árvores por suas raízes  			e as balança ao redor. Ele faz com que a vegetação cresça, e então  			absorve a energia do crescimento.",Pokémon Espírito da Terra,https://pokemythology.net/conteudo/imgs/dw/787.png,Lendário,Tapu Bulu,Kapu-Bulul,0,"45,5 kg (100.3 lbs)",Planta/Fada
"1,3 m (403)",https://www.serebii.net/Shiny/SM/788.png,"Deidade guardiã de  			Poni, pode controlar a água. Pessoas dizem que ele pode criar uma  			água pura capaz de lavar qualquer impureza. A névoa densa que ele  			cria traz a queda e a destruição de seus confusos inimigos. As  			correntes oceânicas são a fonte de sua energia.",Pokémon Espírito da Terra,https://pokemythology.net/conteudo/imgs/dw/788.png,Lendário,Tapu Fini,Kapu-Rehire,0,"21,2 kg (46.7 lbs)",Água/Fada
"0,2 m (008)",https://www.serebii.net/Shiny/SM/789.png,"Seu corpo é gasoso e frágil. Ele cresce lentamente à medida que  			coleta poeira da atmosfera. Em épocas passadas, era chamado de filho  			das estrelas. Dizem que é um pokémon de outro mundo, mas não são  			conhecidos detalhes específicos.",Pokémon Nebulosa,https://pokemythology.net/conteudo/imgs/dw/789.png,Cosmog > lv.43 > Cosmoem > lv.53 > > Solgaleo > Lunala,Cosmog,Cosmog,0,"0,1 kg (0.2 lbs)",Psíquico
"0,1 m (004)",https://www.serebii.net/Shiny/SM/790.png,"Imóvel como se  			estivesse morto, seu corpo é ligeiramente quente ao toque. Num  			passado distante, era chamado de casulo das estrelas. Há algo  			acumulando em torno do núcleo preto dentro de sua casca dura. As  			pessoas acham que este ookémon pode ter vindo de outro mundo.",Pokémon Protoestrela,https://pokemythology.net/conteudo/imgs/dw/790.png,Cosmog > lv.43 > Cosmoem > lv.53 > > Solgaleo > Lunala,Cosmoem,Cosmovum,0,"999,9 kg (2204.4 lbs)",Psíquico
"3,4 m (1102)",https://www.serebii.net/Shiny/SM/791.png,"É dito ser uma evolução máscula de Cosmog. Na ativação de seu  			terceiro olho, parte para o outro mundo. A luz intensa que irradia  			da superfície de seu corpo pode fazer as noites mais escuras se  			iluminarem como o meio-dia.",Pokémon Solar,https://pokemythology.net/conteudo/imgs/dw/791.png,Cosmog > lv.43 > Cosmoem > lv.53 > > Solgaleo > Lunala,Solgaleo,Solgaleo,0,"230,0 kg (507.1 lbs)",Psíquico/Metálico
"3,4 m (1102)",https://pokemythology.net/conteudo/imgs/dw/791-radiantsun.png,O corpo do Solgaleo  			guarda uma grande quantidade de energia e brilha quando está ativo.  			Essa é a forma que Solgaleo assume guando liberta todo o seu poder.  			Ela é descrita como sendo o sol.,Pokémon Solar,https://pokemythology.net/conteudo/imgs/dw/791-radiantsun.png,Cosmog > lv.43 > Cosmoem > lv.53 > > Solgaleo > Lunala,Solgaleo (Fase Sol Radiante),Solgaleo,0,"230,0 kg (507.1 lbs)",Psíquico/Metálico
"4,0 m (1301)",https://www.serebii.net/Shiny/SM/792.png,"É dito ser uma evolução afeminada de Cosmog. Quando seu terceiro  			olho ativa, ele voa para o outro mundo. Esse pokémon devora a luz,  			desenhando um véu escuro de uma noite sem lua sobre o brilho do dia.",Pokémon Lunar,https://pokemythology.net/conteudo/imgs/dw/792.png,Cosmog > lv.43 > Cosmoem > lv.53 > > Solgaleo > Lunala,Lunala,Lunala,0,"120,0 kg (264.6 lbs)",Psíquico/Fantasma
"4,0 m (1301)",https://pokemythology.net/conteudo/imgs/dw/792-fullmoon.png,"O Lunala absorve  			constantemente a luz, convertendo-a em energia e brilhando como um  			quarto crescente. Essa é a forma que Lunala assume guando liberta  			todo o seu poder. Ela é dita como a que invoca a lua.",Pokémon Lunar,https://pokemythology.net/conteudo/imgs/dw/792-fullmoon.png,Cosmog > lv.43 > Cosmoem > lv.53 > > Solgaleo > Lunala,Lunala (Fase Lua Cheia),Lunala,0,"120,0 kg (264.6 lbs)",Psíquico/Fantasma
"1,2 m (311)",https://www.serebii.net/Shiny/SM/793.png,"Pessoas pelas ruas relataram terem visto essas criaturas infestar o  			corpo de outras pessoas, que de repente ficaram violentas. Não está  			claro se este pokémon é ou não senciente, mas algumas vezes ele pode  			ser observado comportando-se como uma jovem menina.",Pokémon Parasita,https://pokemythology.net/conteudo/imgs/dw/793.png,Ultra Fera,Nihilego,Utsuroido,0,"55,5 kg (122.4 lbs)",Pedra/Veneno
"2,4 m (710)",https://www.serebii.net/Shiny/SM/794.png,Ele gosta de exibir o  			seu corpo. Ainda é um mistério se ele faz essa exibição para fazer  			ameaças ou apenas para se vangloriar. Testemunhas o viram pulverizar  			um caminhão de lixo com um único soco.,Pokémon Inchado,https://pokemythology.net/conteudo/imgs/dw/794.png,Ultra Fera,Buzzwole,Masshibun,0,"333,6 kg (735.5 lbs)",Inseto/Lutador
"1,8 m (511)",https://www.serebii.net/Shiny/SM/795.png,"Foi avistado correndo pela terra em velocidades fantásticas. Ele se  			recusa a tocar em qualquer coisa, talvez porque sente alguma  			impureza neste mundo.",Pokémon Ágil,https://pokemythology.net/conteudo/imgs/dw/795.png,Ultra Fera,Pheromosa,Feroche,0,"25,0 kg (55.1 lbs)",Inseto/Lutador
"3,8 m (1206)",https://www.serebii.net/Shiny/SM/796.png,"De acordo com  			testemunhas, choques elétricos surpreendentes emanam de todo o seu  			corpo. Ele invadiu uma usina de energia, então as pessoas acham que  			ele se energiza com eletricidade.",Pokémon Brilhante,https://pokemythology.net/conteudo/imgs/dw/796.png,Ultra Fera,Xurkitree,Denjumoku,0,"100,0 kg (220.5 lbs)",Elétrico
"9,2 m (3002)",https://www.serebii.net/Shiny/SM/797.png,"Algumas testemunhas o observaram voando pelo céu em alta velocidade.  			Outras o viram queimar uma floresta, expelindo gases de seus dois  			braços.",Pokémon Lançamento,https://pokemythology.net/conteudo/imgs/dw/797.png,Ultra Fera,Celesteela,Tekkaguya,0,"999,9 kg (2204.4 lbs)",Metálico/Voador
"0,3 m (100)",https://www.serebii.net/Shiny/SM/798.png,"Parece não atacar os  			inimigos por conta própria, mas seu corpo afiado em si é uma arma  			perigosa. Observou-se cortar uma gigantesca torre de aço com um  			golpe de sua lâmina.",Pokémon Espada Desembainhada,https://pokemythology.net/conteudo/imgs/dw/798.png,Ultra Fera,Kartana,Kamitsurugi,0,"0,1 kg (0.2 lbs)",Planta/Metálico
"5,5 m (1801)",https://www.serebii.net/Shiny/SM/799.png,"De acordo com alguns relatos, ele devora montanhas e engole  			edifícios inteiros. É perigoso, parece estar comendo constantemente,  			mas por alguma razão nunca foram encontradas suas fezes.",Pokémon Lixívoro,https://pokemythology.net/conteudo/imgs/dw/799.png,Ultra Fera,Guzzlord,Akujiking,0,"888,0 kg (1957.7 lbs)",Noturno/Dragão
"2,4 m (710)",https://www.serebii.net/Shiny/SM/800.png,"Reminiscente das  			Ultra Feras, esta forma de vida, aparentemente adormecida no  			subsolo, é pensado de ter vindo de um outro mundo em tempos antigos.  			A luz é aparentemente a fonte de sua energia. Tem uma disposição  			extraordinariamente viciosa e está constantemente disparando raios  			laser.",Pokémon Prisma,https://pokemythology.net/conteudo/imgs/dw/800.png,Lendário,Necrozma,Necrozma,0,"230,0 kg (507.1 lbs)",Psíquico
"3,8 m (1206)",https://www.serebii.net/Shiny/SM/800-dm.png,"Esta é a forma que  			Necrozma assume enquanto está devorando a luz de Solgaleo,  			tornando-o extremamente feroz e difícil de controlar. Ele ataca os  			inimigos e os arranha com as garras de suas patas e de suas costas.",Pokémon Prisma,https://pokemythology.net/conteudo/imgs/dw/800-dusk.png,Lendário,Necrozma Juba do Crepúsculo,Necrozma,0,"460,0 kg (1014.1 lbs)",Psíquico/Metálico
"4,2 m (1309)",https://www.serebii.net/Shiny/SM/800-dw.png,"Esta é a forma que Necrozma assume enquanto está devorando a luz de  			Lunala, expelindo continuamente toda a sua energia. Ele agarra os  			seus inimigos com suas garras gigantes e os rasga com força bruta.",Pokémon Prisma,https://pokemythology.net/conteudo/imgs/dw/800-dawn.png,Lendário,Necrozma Asas da Alvorada,Necrozma,0,"350,0 kg (771.6 lbs)",Psíquico/Fantasma
"7,5 m (2407)",https://www.serebii.net/Shiny/SM/800-u.png,"Esta é a forma que  			Necrozma assume depois que absorve uma energia esmagadora de luz.  			Ele dispara raios laser de todo o seu corpo. A luz que flui pelo seu  			corpo afeta os seres vivos e a natureza, impactando-os de várias  			maneiras.",Pokémon Prisma,https://pokemythology.net/conteudo/imgs/dw/800-ultra.png,Lendário,Ultra Necrozma,Necrozma,0,"230,0 kg (507.1 lbs)",Psíquico/Dragão
"1,0 m (303)",https://www.serebii.net/Shiny/SM/801.png,"Este pokémon artificial, construído há mais de 500 anos, pode  			compreender a fala humana, mas não pode falar. Seu corpo mecanizado  			é apenas um vazo. Seu verdadeiro eu é a alma-coração, uma alma  			artificial.",Pokémon Artificial,https://pokemythology.net/conteudo/imgs/dw/801.png,Lendário,Magearna,Magearna,0,"80,5 kg (177.5 lbs)",Metálico/Fada
"1,0 m (303)",https://www.serebii.net/Shiny/SM/801-o.png,Esta bela forma  			reflete a aparência de Magearna quando foi apresentada pela primeira  			vez à filha de um rei há 500 anos. Magearna se parecia assim no  			momento de sua invenção. Sua luxuosa decoração agradou a filha do  			rei.,Pokémon Artificial,https://pokemythology.net/conteudo/imgs/dw/801-original.png,Lendário,Magearna (Cor Original),Magearna,0,"80,5 kg (177.5 lbs)",Metálico/Fada
"0,7 m (204)",https://www.serebii.net/Shiny/SM/802.png,"Capaz de se esconder nas sombras, nunca aparece diante dos humanos,  			por isso sua própria existência era uma matéria de mito. Ele  			espreita nas sombras dos outros, copiando seus movimentos e poderes.  			Este pokémon é covarde e recolhido.",Pokémon Escudeiro,https://pokemythology.net/conteudo/imgs/dw/802.png,Lendário,Marshadow,Marshadow,0,"22,2 kg (48.9 lbs)",Lutador/Fantasma
"0,7 m (204)",https://pokemythology.net/conteudo/imgs/dw/802-spirit.png,"Quando seu espírito  			de luta começa a arder, Marshadow assume essa forma. Quando vai  			disparar um ataque, seu corpo fica verde e seus olhos flamejam.",Pokémon Escudeiro,https://pokemythology.net/conteudo/imgs/dw/802-spirit.png,Lendário,Marshadow (Espírito de Luta  			Ardendo),Marshadow,0,"22,2 kg (48.9 lbs)",Lutador/Fantasma
"0,6 m (200)",https://www.serebii.net/Shiny/SM/803.png,Esta ultra fera é boa o suficiente para ser escolhida como primeiro  			parceiro em seu mundo. Ele grita de forma selvagem enquanto  			pulveriza os seus oponentes com o veneno das agulhas de sua cabeça.,Pokémon Agulha Venenosa,https://pokemythology.net/conteudo/imgs/dw/803.png,Poipole > aprender Dragon Pulse e subir lv. > Naganadel,Poipole,Vevenom,0,"1,8 kg (4.0 lbs)",Veneno
"3,6 m (1110)",https://www.serebii.net/Shiny/SM/804.png,Ele armazena centenas  			de litros de um líquido brilhante e venenoso dentro de seu corpo.  			Ele dispara esse líquido de suas agulhas. Esse líquido é bastante  			viscoso e aderente.,Pokémon Agulha Venenosa,https://pokemythology.net/conteudo/imgs/dw/804.png,Poipole > aprender  			Dragon Pulse e subir lv. > Naganadel,Naganadel,Agoyon,0,"150,0 kg (330.7 lbs)",Veneno/Dragão
"5,5 m (1801)",https://www.serebii.net/Shiny/SM/805.png,"Quando as paredes de pedra começam a se mover e atacar, a verdadeira  			identidade do bruto que era essa estranha forma de vida nos traz à  			mente uma ultra fera. Ele parece ser formado por várias formas de  			vida empilhadas umas sobre as outras.",Pokémon Baluarte,https://pokemythology.net/conteudo/imgs/dw/805.png,Ultra Fera,Stakataka,Tsundetsunde,0,"820,0 kg (1807.8 lbs)",Pedra/Metálico
"1,8 m (511)",https://www.serebii.net/Shiny/SM/806.png,"Ele se desliza em  			direção às pessoas. Então, sem aviso, libera uma explosão de sua  			própria cabeça. Ele se aproveita enquanto seus oponentes ficam  			surpresos para então roubar a vitalidade deles.",Pokémon Fogos de Artifício,https://pokemythology.net/conteudo/imgs/dw/806.png,Ultra Fera,Blacephalon,Zugadon,0,"13,0 kg (28.7 lbs)",Fogo/Fantasma
"1,5 m (411)",https://www.serebii.net/Shiny/SM/807.png,"Ele se aproxima de seus inimigos na velocidade de um relâmpago.  			Então, eletrifica as suas garras e arranha seus adversários com  			elas. Mesmo que eles se esquivem dos ataques, acabam sendo  			eletrocutados por faíscas voadoras.",Pokémon Trovoada,https://pokemythology.net/conteudo/imgs/dw/807.png,Lendário,Zeraora,Zeraora,0,"44,5 kg (98.1 lbs)",Elétrico
"0,2 m (008)",https://www.serebii.net/Shiny/SM/808.png,"A maior parte do  			corpo do Meltan é composta por metal líquido. Ele é capaz de usar os  			seus braços e pernas para corroer metal e absorvê-lo para o seu  			próprio corpo. Ele gera eletricidade utilizando o metal que absorve  			de fontes externas. Ele utiliza esta eletricidade como fonte de  			energia e também como ataque, que pode ser desencadeado a partir do  			seu olho.",Pokémon Porca Sextavada,https://pokemythology.net/conteudo/imgs/dw/808.png,Meltan >>>>>>>>  			Melmetal,Meltan,Meltan,0,"8,0 kg (17.6 lbs)",Metálico
"2,5 m (802)",https://www.serebii.net/Shiny/SM/809.png,"Na antiguidade, este pokémon era venerado pelo seu poder de criar  			metais. Com a evolução, seu corpo endurece e fica incrivelmente  			robusto. A maior parte do seu corpo é composta por metal líquido.  			Seus braços são extremamente flexíveis e podem dar chicotadas para  			lançar golpes devastadores.",Pokémon Porca Sextavada,https://pokemythology.net/conteudo/imgs/dw/809.png,Meltan >>>>>>>> Melmetal,Melmetal,Melmetal,0,"800,0 kg (1763.7 lbs)",Metálico
"2,4 m (710)",https://www.serebii.net/Shiny/XY/003-m.png,"Quando Venusaur se  			torna Mega Venusaur, a flor que está em suas costas cresce de forma  			ainda mais fantástica do que antes. As pernas e o corpo do pokémon  			ficam mais resistentes para suportar o peso da flor gigante.",Pokémon Semente,https://pokemythology.net/conteudo/imgs/dw/003-mega.png,Venusaur > Mega  			Evolução com Venusaurite > Mega Venusaur,Mega Venusaur,Mega Fushigibana,0,"155,5 kg (342.8 lbs)",Planta/Veneno
"1,7 m (507)",https://www.serebii.net/Shiny/XY/006-mx.png,"Charizard, ao mega evoluir para Mega Charizard X, torna-se do tipo  			fogo/dragão. Com esta transformação, seu corpo fica preto e as suas  			chamas tornam-se azuis e mais quentes.",Pokémon Chama,https://pokemythology.net/conteudo/imgs/dw/006-megax.png,Charizard > Mega Evolução com Charizardite X > Mega Charizard X,Mega Charizard X,Mega Lizardon X,0,"110,5 kg (243.6 lbs)",Fogo/Dragão
"1,7 m (507)",https://www.serebii.net/Shiny/XY/006-my.png,"O Mega Charizard Y  			está a um nível inigualável em termos de capacidade de voo, podendo  			atingir uma altura incrível. Quando Charizard mega evolui para esta  			forma, suas asas tornam-se bem maiores.",Pokémon Chama,https://pokemythology.net/conteudo/imgs/dw/006-megay.png,Charizard > Mega  			Evolução com Charizardite Y > Mega Charizard Y,Mega Charizard Y,Mega Lizardon Y,0,"100,5 kg (221.6 lbs)",Fogo/Voador
"1,6 m (503)",https://www.serebii.net/Shiny/XY/009-m.png,As duas bazucas nos ombros do Blastoise transformam-se num único e  			grande canhão quando mega evolui para Mega Blastoise. Este canhão  			dispõe de um alcance tão grande que consegue atingir alvos a mais de  			dez quilômetros de distância!,Pokémon Crustáceo,https://pokemythology.net/conteudo/imgs/dw/009-mega.png,Blastoise > Mega Evolução com Blastoisinite > Mega Blastoise,Mega Blastoise,Mega Kamex,0,"101,1 kg (222.9 lbs)",Água
"1,2 m (311)",https://www.serebii.net/Shiny/XY/065-m.png,"Seu poder foi  			inteiramente convertido em energia psíquica, perdendo a força de  			seus músculos. Na testa de Mega Alakazam surge um órgão vermelho que  			emite poderes psíquicos. Com um olhar ele tem o conhecimento do  			curso de vida de uma pessoa, do nascimento até a morte.",Pokémon Psíquico,https://pokemythology.net/conteudo/imgs/dw/065-mega.png,Alakazam > Mega  			Evolução com Alakazite > Mega Alakazam,Mega Alakazam,Mega Fudin,0,"48,0 kg (105.8 lbs)",Psíquico
"1,4 m (407)",https://www.serebii.net/Shiny/XY/094-m.png,"Um terceiro olho surge em sua testa. Esse terceiro olho nunca pisca  			e lhe permite ver outras dimensões. Ele pode mergulhar para outra  			dimensão, onde espera por uma chance de atacar. Seus relacionamentos  			são distorcidos e não se interessa por adversários, a menos que os  			veja como uma presa.",Pokémon Sombra,https://pokemythology.net/conteudo/imgs/dw/094-mega.png,Gengar > Mega Evolução com Gengarite > Mega Gengar,Mega Gengar,Mega Gengar,0,"40,5 kg (89.3 lbs)",Fantasma/Veneno
"2,2 m (703)",https://www.serebii.net/Shiny/XY/115-m.png,"O filhote que  			Kangaskhan transporta em sua bolsa cresce e salta para fora. A força  			de Kangaskhan deriva da felicidade da mãe sobre o crescimento de seu  			filhote. O filhote luta para proteger a mãe, é energético e detesta  			perder. Como ele só é bom em lutas, sua mãe se sente apreensiva  			sobre seu futuro.",Pokémon Materno,https://pokemythology.net/conteudo/imgs/dw/115-mega.png,Kangaskhan > Mega Evolução com Kangaskhanite > Mega Kangaskhan,Mega Kangaskhan,Mega Garura,0,"100,0 kg (220.5 lbs)",Normal
"1,7 m (507)",https://www.serebii.net/Shiny/XY/127-m.png,"Banhadas na energia da mega evolução, suas asas se tornam  			estranhamente desenvolvidas. Com elas, pode voar em velocidade de  			aproximadamente 50 km/h. O Mega Pinsir vive num estado de constante  			excitação. Ele perfura os inimigos com seus dois grandes chifres  			antes de destruí-los.",Pokémon Besouro Lucano,https://pokemythology.net/conteudo/imgs/dw/127-mega.png,Pinsir > Mega Evolução com Pinsirite > Mega Pinsir,Mega Pinsir,Mega Kailios,0,"59,0 kg (130.1 lbs)",Inseto/Voador
"6,5 m (2104)",https://www.serebii.net/Shiny/XY/130-m.png,"Com a mega evolução,  			o cérebro de Gyarados é afetado e ele se torna mais agressivo do que  			nunca, não tendo outra emoção a não ser seu instinto destrutivo. Ele  			solta água pelos orifícios em suas laterais, atingindo a superfície  			do mar em velocidade supersônica.",Pokémon Atroz,https://pokemythology.net/conteudo/imgs/dw/130-mega.png,Gyarados > Mega Evolução com Gyaradosite > Mega Gyarados,Mega Gyarados,Mega Gyarados,0,"305,0 kg (672.4 lbs)",Água/Noturno
"2,1 m (611)",https://www.serebii.net/Shiny/XY/142-m.png,Parte de seu corpo virou pedra. Alguns estudiosos afirmam que esta é  			a aparência verdadeira de Aerodactyl. A mega evolução o deixa mais  			perverso do que nunca. Alguns dizem que é porque o excesso de poder  			está lhe causando dor.,Pokémon Fóssil,https://pokemythology.net/conteudo/imgs/dw/142-mega.png,Aerodactyl > Mega Evolução com Aerodactylite > Mega Aerodactyl,Mega Aerodactyl,Mega Ptera,0,"79,0 kg (174.2 lbs)",Pedra/Voador
"2,3 m (707)",https://www.serebii.net/Shiny/XY/150-mx.png,"O Mega Mewtwo X é um  			pokémon ainda maior que Mewtwo, com grandes músculos nos braços e  			pernas. É habilidoso tanto para golpes físicos quanto para golprs  			especiais.",Pokémon Genético,https://pokemythology.net/conteudo/imgs/dw/150-megax.png,Mewtwo > Mega Evolução com Mewtwonite X > Mega Mewtwo X,Mega Mewtwo X,Mega Myuutsu X,0,"127,0 kg (280.0 lbs)",Psíquico/Lutador
"1,5 m (411)",https://www.serebii.net/Shiny/XY/150-my.png,"Com esta mega evolução, os poderes ocultos de Mewtwo são  			despertados. O seu corpo aerodinâmico parece sempre estar flutuando  			no ar.",Pokémon Genético,https://pokemythology.net/conteudo/imgs/dw/150-megay.png,Mewtwo > Mega Evolução com Mewtwonite Y > Mega Mewtwo Y,Mega Mewtwo Y,Mega Myuutsu Y,0,"33,0 kg (72.8 lbs)",Psíquico
"1,41 m (407)",https://www.serebii.net/Shiny/XY/181-m.png,"Sua cabeça e cauda  			ficam cobertas de pelos brancos nesta nova e ousada aparência.  			Quando o Mega Ampharos aumenta a quantidade de energia elétrica que  			tem dentro de si, as orbes vermelhas em seu corpo e pelos emitem uma  			luz forte.",Pokémon Luz,https://pokemythology.net/conteudo/imgs/dw/181-mega.png,Ampharos > Mega  			Evolução com Ampharosite > Mega Ampharos,Mega Ampharos,Mega Denryu,0,61.5 kg (135.6 lbs),Elétrico/Dragão
"2,0 m (607)",https://www.serebii.net/Shiny/XY/212-m.png,"As pinças que tem em ambos os braços tornam-se ainda maiores, com  			pontas afiadas capazes de perfurar cimento. Qualquer adversário que  			seja apanhado pelas pinças de Mega Scizor não terá qualquer hipótese  			de fuga.",Pokémon Pinça,https://pokemythology.net/conteudo/imgs/dw/212-mega.png,Scizor > Mega Evolução com Scizorite > Mega Scizor,Mega Scizor,Mega Hassamu,0,"125,0 kg (275.6 lbs)",Inseto/Metálico
"1,7 m (507)",https://www.serebii.net/Shiny/XY/214-m.png,"Quando liberta todo o  			seu poder, a sua temperatura corporal aumenta drasticamente e, por  			isso, abre as carapaças que tem nos braços e no tronco para deixar  			sair o calor. O chifre na cabeça de Mega Heracross cresce até ficar  			gigantesco e com força suficiente para levantar um avião de combate.",Pokémon Chifre Único,https://pokemythology.net/conteudo/imgs/dw/214-mega.png,Heracross > Mega  			Evolução com Heracronite > Mega Heracross,Mega Heracross,Mega Herakrosu,0,"62,5 kg (137.8 lbs)",Inseto/Lutador
